,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
244774,122550,Mark Jan Hendrik Tuitert,M,29.0,182.0,83.0,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
244775,122550,Mark Jan Hendrik Tuitert,M,29.0,182.0,83.0,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
244785,122556,Blair Tuke,M,23.0,181.0,78.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Silver
244786,122556,Blair Tuke,M,27.0,181.0,78.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Gold
244800,122563,Rustam Tulaganov,M,24.0,186.0,91.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze
244835,122584,Derartu Tulu,F,32.0,160.0,45.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Bronze
244861,122604,Alina Arturovna Tumilovich,F,18.0,178.0,56.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
244862,122604,Alina Arturovna Tumilovich,F,22.0,178.0,56.0,Belarus,BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
244871,122609,Boniface Mucheru Tumuti,M,24.0,175.0,72.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver
244910,122634,Anna Tunnicliffe (-Funk),F,25.0,168.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Gold
244930,122648,"Minnamari ""Minttu"" Tuominen",F,19.0,165.0,70.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
244934,122650,Saara Elisa Tuominen,F,24.0,169.0,65.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
245020,122700,Mathieu Turcotte,M,25.0,165.0,68.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze
245021,122700,Mathieu Turcotte,M,25.0,165.0,68.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
245023,122700,Mathieu Turcotte,M,29.0,165.0,68.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
245042,122713,Emiliya Khalsberiyevna Turey,F,23.0,175.0,61.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
245089,122727,Valentina Turisini,F,34.0,167.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver
245118,122746,Irak'li Turmanidze,M,31.0,182.0,130.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
245135,122758,Amy Turner,F,32.0,168.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
245195,122776,Glenn Turner,M,28.0,179.0,82.0,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
245208,122784,Jason Turner,M,33.0,183.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
245314,122850,Otar Tushishvili,M,30.0,177.0,66.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
245328,122858,Seda Gurgenovna Tutkhalyan,F,17.0,146.0,43.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
245376,122881,"Seremaia ""Jerry"" Tuwai Vunisa",M,27.0,174.0,81.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
245401,122897,"Oleh Fedorovych ""Oleg"" Tverdovsky",M,25.0,183.0,91.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
245430,122907,Robert Nathan Twaddle,M,31.0,186.0,90.0,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze
245459,122914,"Elizabeth Kimberly ""Beth"" Tweddle",F,27.0,159.0,52.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
245469,122919,"Georgina Sophie ""Georgie"" Twigg",F,21.0,170.0,62.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
245470,122919,"Georgina Sophie ""Georgie"" Twigg",F,25.0,170.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
245485,122927,Ryan Tyack,M,25.0,186.0,102.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze
245535,122954,Pavlo Yuriyovych Tymoshchenko,M,29.0,192.0,78.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
245588,122981,Kjersti Tysse-Pltzer,F,36.0,173.0,55.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Silver
245604,122989,Eduard Avtandilovich Tyukin,M,26.0,177.0,84.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
245605,122990,Ruslan Samaganovich Tyumenbayev,M,22.0,169.0,60.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
245722,123056,Kohei Uchimura,M,19.0,160.0,54.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Silver
245723,123056,Kohei Uchimura,M,19.0,160.0,54.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver
245729,123056,Kohei Uchimura,M,23.0,160.0,54.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold
245730,123056,Kohei Uchimura,M,23.0,160.0,54.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
245731,123056,Kohei Uchimura,M,23.0,160.0,54.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Silver
245736,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Gold
245737,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold
245750,123060,Masato Uchishiba,M,26.0,160.0,66.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Gold
245751,123060,Masato Uchishiba,M,30.0,160.0,66.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Gold
245787,123078,Filip Ude,M,22.0,170.0,68.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
245802,123087,Ndifreke Effiong Udo,M,17.0,173.0,78.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
245804,123088,Enee Enefiok Udo-Obong,M,22.0,185.0,82.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
245817,123097,Vanja (Franjo-) Udovii,M,21.0,193.0,94.0,Serbia and Montenegro,SCG,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Silver
245818,123097,Vanja (Franjo-) Udovii,M,25.0,193.0,94.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
245819,123097,Vanja (Franjo-) Udovii,M,29.0,193.0,94.0,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
245854,123111,Haruka Ueda,F,24.0,177.0,68.0,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
245861,123116,Koji Uehara,M,29.0,186.0,85.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
245902,123132,Masae Ueno,F,25.0,160.0,70.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,Gold
245903,123132,Masae Ueno,F,29.0,160.0,70.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Middleweight,Gold
245907,123136,Yoshie Ueno,F,29.0,164.0,63.0,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,Bronze
245908,123137,Yukiko Ueno,F,22.0,174.0,72.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze
245909,123137,Yukiko Ueno,F,26.0,174.0,72.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
245949,123154,Yordenis Ugs Hernndez,M,22.0,176.0,60.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Bronze
246016,123189,Michael Uhrmann,M,23.0,181.0,64.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
246022,123189,Michael Uhrmann,M,31.0,181.0,64.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
246036,123195,Dirk Uittenbogaard,M,26.0,199.0,93.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
246051,123205,Ivan Sergeyevich Ukhov,M,26.0,192.0,67.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Gold
246081,123223,Denis Ulanov,M,22.0,175.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
246095,123234,Sergey Valeryevich Ulegin,M,30.0,181.0,77.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
246155,123261,Stefan Ulm,M,28.0,188.0,83.0,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
246163,123264,Sarah Elizabeth Ulmer,F,28.0,167.0,64.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold
246226,123294,Aminu Umar,M,21.0,172.0,72.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
246227,123295,Sadiq Umar,M,19.0,172.0,75.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
246282,123325,Maider Unda Gonzlez de Audicana,F,35.0,176.0,72.0,Spain,ESP,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
246337,123355,Mikls Ungvri,M,31.0,176.0,76.0,Hungary,HUN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Lightweight,Silver
246340,123357,Lisa Unruh,F,28.0,180.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Silver
246346,123361,Laura Emma Unsworth,F,24.0,157.0,55.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
246347,123361,Laura Emma Unsworth,F,28.0,157.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
246413,123386,Helen Lesley Upperton,F,30.0,175.0,73.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,Silver
246456,123406,Rigoberto Urn Urn,M,25.0,171.0,53.0,Colombia,COL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Silver
246460,123407,Uranchimegiin Mnkh-Erdene,M,30.0,174.0,64.0,Mongolia,MGL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Bronze
246604,123473,Yoandri Urgells Cobas,M,23.0,178.0,86.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
246605,123473,Yoandri Urgells Cobas,M,27.0,178.0,86.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
246651,123501,Diyorbek Urozboyev,M,22.0,172.0,60.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze
246670,123514,Osmani Urrutia Ramrez,M,28.0,178.0,107.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
246685,123523,Storm Uru,M,27.0,190.0,70.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
246724,123534,Marius Daniel Urzic,M,28.0,163.0,57.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze
246727,123534,Marius Daniel Urzic,M,28.0,163.0,57.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
246758,123552,Dmitry Arkadyevich Ushakov,M,23.0,177.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Silver
246763,123553,Konstantin Anatolyevich Ushakov,M,34.0,198.0,77.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
246803,123572,Oleksandr Oleksandrovych Usik,M,25.0,191.0,91.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,Gold
246807,123574,Yana Viktorovna Uskova,F,22.0,167.0,57.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
246846,123595,scar Alfredo Ustari,M,22.0,183.0,84.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
246897,123616,Yevgeny Romanovich Ustyugov,M,24.0,168.0,60.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold
246899,123616,Yevgeny Romanovich Ustyugov,M,24.0,168.0,60.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
246904,123616,Yevgeny Romanovich Ustyugov,M,28.0,168.0,60.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
246905,123617,Anna Vladimirovna Ustyukhina,F,27.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
246940,123638,Reika Utsugi,F,41.0,170.0,68.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Bronze
246950,123643,Andrew Utting,M,26.0,187.0,98.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
246963,123651,Markku Juhani Uusipaavalniemi,M,39.0,187.0,95.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Silver
246978,123661,Bruno Uvini Bortolana,M,21.0,190.0,85.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
246991,123671,Jochem Simon Uytdehaage,M,25.0,174.0,70.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
246992,123671,Jochem Simon Uytdehaage,M,25.0,174.0,70.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
246993,123671,Jochem Simon Uytdehaage,M,25.0,174.0,70.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
247026,123690,Ossi Reijo Juhani Vnnen,M,33.0,191.0,99.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
247197,123759,Lars Magnus Vgberg,M,34.0,185.0,85.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
247254,123794,Sarah Marie Vaillancourt,F,20.0,168.0,63.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
247255,123794,Sarah Marie Vaillancourt,F,24.0,168.0,63.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
247287,123816,Attila Sandr Vajda,M,21.0,177.0,86.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
247289,123816,Attila Sandr Vajda,M,25.0,177.0,86.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
247396,123861,Fulvio Valbusa,M,36.0,172.0,72.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
247406,123862,Sabina Valbusa,F,34.0,167.0,57.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
247419,123865,Martina Valcepina,F,21.0,168.0,60.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
247431,123871,Milda Valiukait,F,22.0,176.0,66.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze
247532,123925,Ingrit Lorena Valencia Victoria,F,27.0,160.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze
247549,123934,Ale Valenta,M,29.0,179.0,75.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold
247564,123943,Jennifer Valente,F,21.0,176.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
247578,123953,Lidia Valentn Prez,F,31.0,169.0,75.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Bronze
247633,123985,"Valeska ""Valeskinha"" dos Santos Menezes",F,32.0,180.0,62.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
247656,123999,Linda Vlimki,F,19.0,166.0,70.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
247717,124031,Jean-Charles Valladont,M,27.0,180.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Silver
247823,124080,Thibaut Vallette,M,42.0,171.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
247841,124093,Antoine Valois-Fortier,M,22.0,190.0,81.0,Canada,CAN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Middleweight,Bronze
247926,124143,Evi Van Acker,F,26.0,172.0,70.0,Belgium,BEL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Bronze
247952,124146,Franziska van Almsick,F,26.0,181.0,66.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
247954,124146,Franziska van Almsick,F,26.0,181.0,66.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
247970,124153,Naomi Frances van As,F,25.0,179.0,63.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
247971,124153,Naomi Frances van As,F,28.0,179.0,63.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
247972,124153,Naomi Frances van As,F,33.0,179.0,63.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
248005,124161,Florent Van Aubel,M,24.0,178.0,73.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
248007,124162,Greg Van Avermaet,M,31.0,181.0,74.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Gold
248035,124180,"Charlotte Willemijn ""Lotte"" van Beek",F,22.0,180.0,69.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze
248036,124180,"Charlotte Willemijn ""Lotte"" van Beek",F,22.0,180.0,69.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
248045,124185,Iefke van Belkum,F,22.0,185.0,75.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
248111,124217,Rodney Van Buizen,M,23.0,180.0,92.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
248262,124292,Gillian Maria Elisabeth van den Berg,F,36.0,173.0,66.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
248348,124331,Marieke van den Ham,F,25.0,169.0,80.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
248371,124336,Pieter Cornelis Martijn van den Hoogenband,M,26.0,193.0,80.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Gold
248372,124336,Pieter Cornelis Martijn van den Hoogenband,M,26.0,193.0,80.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,Silver
248373,124336,Pieter Cornelis Martijn van den Hoogenband,M,26.0,193.0,80.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
248396,124346,Anna van der Breggen,F,26.0,167.0,56.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Gold
248397,124346,Anna van der Breggen,F,26.0,167.0,56.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Bronze
248401,124348,Cameron van der Burgh,M,24.0,185.0,85.0,South Africa,RSA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,Gold
248403,124348,Cameron van der Burgh,M,28.0,185.0,85.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Silver
248427,124357,Dennis van der Geest,M,29.0,196.0,128.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight,Bronze
248479,124386,Robert Adriaan van der Horst,M,27.0,179.0,74.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
248492,124394,Kirsten Irene Merian van der Kolk (-Aardewijn),F,28.0,172.0,55.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
248493,124394,Kirsten Irene Merian van der Kolk (-Aardewijn),F,32.0,172.0,55.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
